DA_Number,Detail_URL,Description,Submitted_Date,Decision,Categories,Property_Address,Applicant,Progress,Fees,Documents,Contact_Council
PCD25/1711,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736950&propkey=42724, Detached Shed,,Approved on 28/10/2025,Private Certifier Complying Development App,"52 Parma Rd, FALLS CREEK",AIS Certifiers Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1711 MODIFIED - AIS Certifiers Pty Ltd - CR-2025-9...,Not required
PCD25/1712,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736953&propkey=3336, Single Storey Dwelling,,Approved on 28/10/2025,Private Certifier Complying Development App,"10 Haven St, CULBURRA BEACH",AIS Certifiers Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1712 AIS Certifiers Pty Ltd - CR-2025-97925 - 10 H...,Not required
PCD25/1713,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736954&propkey=1004298, Single Storey Dwelling,,Approved on 28/10/2025,Private Certifier Complying Development App,"Corymbia Way, BADAGARANG",AIS Certifiers Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1713 AIS Certifiers Pty Ltd - CR-2025-97930 - Cory...,Not required
PCD25/1714,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737001&propkey=15840, Dwelling Alterations & Additions,,Approved on 28/10/2025,Private Certifier Complying Development App,"17 Fitch St, ULLADULLA",Bacchus Partners Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1714 P Bacchus - CR-2025-98071 - 17 Fitch Street U...,Not required
PCD25/1715,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737010&propkey=1003133," Single Storey Dwelling, Swimming Pool & Shed",,Approved on 28/10/2025,Private Certifier Complying Development App,"49 Sugar Glider Drive, TAPITALLEE",AIS Certifiers Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1715 A Certifiers - CR-2025-98159 - 49 Sugar Glide...,Not required
PCD25/1716,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737013&propkey=2054, Swimming Pool & Spa,,Approved on 28/10/2025,Private Certifier Complying Development App,"13 Staples St, SHOALHAVEN HEADS",AMG Building Consultants,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1716 K Gibbs - CR-2025-98178 - 13 Staples Street S...,Not required
PCD25/1717,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737158&propkey=46178, Detached Shed,,Approved on 30/10/2025,Private Certifier Complying Development App,"280 Main Rd, CAMBEWARRA",Bacchus Partners Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1717 Bacchus Partners Pty Ltd - CR-2025-98780 - 28...,Not required
PCD25/1718,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737161&propkey=98660, Dwelling Alterations & Additions,,Approved on 30/10/2025,Private Certifier Complying Development App,"5 Barbata Gr, SOUTH NOWRA",Bacchus Partners Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1718 Bacchus Partners Pty Ltd - CR-2025-98811 - 5 ...,Not required
PCD25/1719,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737163&propkey=92395, Demolition,,Approved on 30/10/2025,Private Certifier Complying Development App,"18 The Concourse, CAMBEWARRA VILLAGE",Home Building Certifiers Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1719 Home Building Certifiers Pty Ltd - CR-2025-98...,Not required
PCD25/1720,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737203&propkey=84125, Detached Shed,,Approved on 30/10/2025,Private Certifier Complying Development App,"93 Jasmine Dr, BOMADERRY",Bacchus Partners Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1720 P Bacchus - CR-2025-99045 - 93 Jasmine Drive ...,Not required
PCD25/1721,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737204&propkey=84811, Dwelling Alterations & Additions,,Approved on 30/10/2025,Private Certifier Complying Development App,"3 Springfield Dr, MOLLYMOOK",Bacchus Partners Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1721 P Bacchus - CR-2025-99055 - 3 Springfield Dri...,Not required
PCD25/1722,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737241&propkey=1005302, Single Storey Dwelling,,Approved on 30/10/2025,Private Certifier Complying Development App,"Eumundi Av, BADAGARANG",Buildcert NSW Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1722 T Fahey - CR-2025-99223 - Eumundi Avenue BADA...,Not required
PCD25/1723,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737324&propkey=1004395, Two Lot Torrens Title Subdivision,,Approved on 31/10/2025,Private Certifier Complying Development App,"110 Lancaster Dr, BADAGARANG",Brear Pty Ltd,['Actioned|Description|Date Sent|Date Due|Date Rec.|Status'],Not required,PCD25/1723 R Brear - CR-2025-99674 - 110 Lancaster Drive...,Not required
SFH2025/1152,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=735137&propkey=19728, Solid Fuel Heater Installation,,AwaitInstl on 14/10/2025,Local Government Act Approvals,"17 Shepherd St, MOLLYMOOK",Peter Lukin,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '02/10/2025|Application Received|2025-10-02||2025-10-02|Past', '14/10/2025|Approved to Install|2025-10-14|2026-10-14|2025-10-14|Past', '15/10/2025|Applicant Install Complete|2025-10-15||2025-10-15|Current']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 14/10/2026 3:40:35 PM)
SFH2025/1153,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=735351&propkey=87639, Solid Fuel Heater Installation,,Completed on 27/10/2025,Local Government Act Approvals,"52 Sheraton Cct, BOMADERRY",Paolino Serbatoio,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '07/10/2025|Application Received|2025-10-07||2025-10-07|Past', '27/10/2025|Applicant Install Complete|2025-10-27||2025-10-27|Past', '27/10/2025|Approved to Install|2025-10-27|2026-10-27|2025-10-27|Past']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 27/10/2026 9:15:50 AM)
SFH2025/1154,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=735677&propkey=63432, Solid Fuel Heater Installation,,AwaitInstl on 14/10/2025,Local Government Act Approvals,"511 Croobyar Rd, CROOBYAR",Peter Edward Bruce Shilling Clair Jane Shilling,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '10/10/2025|Application Received|2025-10-10||2025-10-10|Past', '14/10/2025|Approved to Install|2025-10-14|2026-10-14|2025-10-14|Past', '15/10/2025|Applicant Install Complete|2025-10-15||2025-10-15|Current']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 14/10/2026 3:47:46 PM)
SFH2025/1155,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736343&propkey=15135, Solid Fuel Heater Installation,,AwaitInstl on 31/10/2025,Local Government Act Approvals,"8 Mona St, CULBURRA BEACH",Myson & Berkery Architects Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '20/10/2025|Application Received|2025-10-20||2025-10-20|Past', '29/10/2025|Approved to Install|2025-10-29|2026-10-29|2025-10-29|Past', '31/10/2025|Approved to Install|2025-10-31|2026-10-31|2025-10-31|Past', '31/10/2025|Applicant Install Complete|2025-10-31||2025-10-31|Current']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 31/10/2026 2:55:33 PM)
SFH2025/1156,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736675&propkey=80091, Solid Fuel Heater Installation,,AwaitInstl on 10/11/2025,Local Government Act Approvals,"40 Browns Mountain Rd, TAPITALLEE",Garsh Developments Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Application Received|2025-10-23||2025-10-23|Past', '10/11/2025|Applicant Install Complete|2025-11-10||2025-11-10|Current', '10/11/2025|Approved to Install|2025-11-10|2026-11-10|2025-11-10|Past']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 10/11/2026 1:26:58 PM)
SFH2025/1157,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736743&propkey=26391, Solid Fuel Heater Installation,,AwaitInstl on 25/11/2025,Local Government Act Approvals,"108 Malibu Dr, BAWLEY POINT",Christopher Edward O'Callaghan,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Application Received|2025-10-23||2025-10-23|Past', '25/11/2025|Approved to Install|2025-11-25|2026-11-25|2025-11-25|Past', '26/11/2025|Applicant Install Complete|2025-11-26||2025-11-26|Current']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 25/11/2026 3:48:57 PM)
SFH2025/1158,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736745&propkey=23870, Solid Fuel Heater Installation,,AwaitInstl on 27/10/2025,Local Government Act Approvals,"7 Curvers Dr, MANYANA",Glen Ronald Judd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Application Received|2025-10-23||2025-10-23|Past', '27/10/2025|Approved to Install|2025-10-27|2026-10-27|2025-10-27|Past', '28/10/2025|Applicant Install Complete|2025-10-28||2025-10-28|Current']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 27/10/2026 3:49:07 PM)
SFH2025/1159,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736750&propkey=1002191, Solid Fuel Heater Installation,,AwaitInstl on 17/11/2025,Local Government Act Approvals,"56 Pebbly Beach Rd, EAST LYNNE",Geoffrey John Robb,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Application Received|2025-10-23||2025-10-23|Past', '17/11/2025|Approved to Install|2025-11-17|2026-11-17|2025-11-17|Past', '17/11/2025|Applicant Install Complete|2025-11-17||2025-11-17|Current']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 17/11/2026 1:10:27 PM)
SFH2025/1160,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737191&propkey=1003133, Solid Fuel Heater Installation,,AwaitInstl on 10/11/2025,Local Government Act Approvals,"49 Sugar Glider Drive, TAPITALLEE",Craig Johnson Design & Drafting,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '30/10/2025|Application Received|2025-10-30||2025-10-30|Past', '10/11/2025|Applicant Install Complete|2025-11-10||2025-11-10|Current', '10/11/2025|Approved to Install|2025-11-10|2026-11-10|2025-11-10|Past']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 10/11/2026 1:20:49 PM)
SFH2025/1161,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737205&propkey=44777, Solid Fuel Heater Installation,,AwaitInstl on 10/11/2025,Local Government Act Approvals,"65B Edwards Av, BOMADERRY",Debra Kim Traill,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '30/10/2025|Application Received|2025-10-30||2025-10-30|Past', '10/11/2025|Applicant Install Complete|2025-11-10||2025-11-10|Current', '10/11/2025|Approved to Install|2025-11-10|2026-11-10|2025-11-10|Past']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 10/11/2026 1:34:15 PM)
SFH2025/1162,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737215&propkey=92932, Solid Fuel Heater Installation,,AwaitInstl on 19/11/2025,Local Government Act Approvals,"227 Moss Vale Rd, KANGAROO VALLEY",Gary Michael Finlay,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '30/10/2025|Application Received|2025-10-30||2025-10-30|Past', '19/11/2025|Approved to Install|2025-11-19|2026-11-19|2025-11-19|Past', '20/11/2025|Applicant Install Complete|2025-11-20||2025-11-20|Current']",$209,No documents are currently available.,This application is on exhibition - Lodge a submission - (Submissions Close: 19/11/2026 8:32:10 AM)
DA25/2235,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=735090&propkey=1003135, Single dwelling house with detached shed and inground swimming pool, 03/10/2025,Approved on 15/12/2025,Development Application,"53 Sugar Glider Drive, TAPITALLEE",McDonald Jones Homes Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '02/10/2025|Development Application Received|2025-10-02||2025-10-02|Past']",$3290.56,"DA25/2235 McDonald Jones Homes Pty Ltd - PAN-577850 - 5...
DA25/2235/1 Application - McDonald Jones Homes Pty Ltd - ...
  *D25/441977 Certificate - BASIX - 53 Sugar Glider Drive T... 
  *D25/441987 Plans - Landscape - 53 Sugar Glider Drive TA... 
  *D25/441990 Plans - Schedule of Colours, Materials and Fi... 
  *D25/441978 Forms - Waste Minimisation and Management - 5... 
  *D25/441998 Report - Biodiversity Offset Scheme - 53 Suga... 
  *D25/441994 Report - Bushfire Assessment - 53 Sugar Glide... 
  *D25/441996 Report - Statement of Environmental Effects -... 
  *D25/441985 Plans - Notification - V2 - 53 Sugar Glider D... 
  *D25/441997 Report - Wastewater Management - 53 Sugar Gl... 
DA25/2235/2 Notification / Submissions - McDonald Jones H...
DA25/2235/3 Referrals - McDonald Jones Homes Pty Ltd - PA...
DA25/2235/6 Determination - McDonald Jones Homes Pty Ltd ...
  *D25/586588 Notice of Determination - Dwelling, Swimming ... 
  *D25/586572 Approved Plans - 53 Sugar Glider Dr TAPITALLE... 
  *D25/586581 Basix Certificate - 53 Sugar Glider Dr TAPITA... 
DA25/2235/5 Inspections - McDonald Jones Homes Pty Ltd - ...
DA25/2235/8 Connected Documents - McDonald Jones Homes Pt...
DA25/2235/4 Assessment - McDonald Jones Homes Pty Ltd - P...
DA25/2235/7 Post Determination - McDonald Jones Homes Pty...",Not required
DA25/2237,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=735097&propkey=25587, Dwelling, 03/10/2025,Approved on 11/11/2025,Development Application,"11 Wattle St, FISHERMANS PARADISE",Ian Smith,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '02/10/2025|Development Application Received|2025-10-02||2025-10-02|Past']",$1842.56,"DA25/2237/2 Notification / Submissions - I Smith - PAN-57...
DA25/2237 I Smith - PAN-577871 - 11 Wattle Street FISHE...
DA25/2237/4 Assessment - I Smith - PAN-577871 - 11 Wattle...
DA25/2237/6 Determination - I Smith - PAN-577871 - 11 Wat...
  *D25/531983 Approved Plans (external) DA2025 2237 - 11 Wa... 
  *D25/531964 Determination - DA2025 2237 - 11 Wattle St Fi... 
DA25/2237/1 Application - I Smith - PAN-577871 - 11 Wattl...
  *D25/442668 Forms - Waste Management - 11 Wattle Street ... 
  *D25/442664 Certificate - BASIX - 11 Wattle Street FISHE... 
  *D25/442680 Report - Biodiversity Offset Scheme - 11 Watt... 
  *D25/442682 Report - Statement of Environmental Effects -... 
  *D25/442675 Plans - Notification Plans - 11 Wattle Street... 
DA25/2237/5 Inspections - I Smith - PAN-577871 - 11 Wattl...
DA25/2237/3 Referrals - I Smith - PAN-577871 - 11 Wattle ...
DA25/2237/8 Connected Documents - I Smith - PAN-577871 - ...
DA25/2237/7 Post Determination - I Smith - PAN-577871 - 1...",Not required
DA25/2243,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=735156&propkey=1005015, Single storey dwelling house, 03/10/2025,Approved on 18/11/2025,Development Application,"10A West Cr, CULBURRA BEACH",McDonald Jones Homes Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '02/10/2025|Development Application Received|2025-10-02||2025-10-02|Past']",$2092.94,"DA25/2243/3 Referrals - McDonald Jones Homes Pty Ltd - PA...
DA25/2243/4 Assessment - McDonald Jones Homes Pty Ltd - P...
DA25/2243/2 Notification / Submissions - McDonald Jones H...
DA25/2243 McDonald Jones Homes Pty Ltd - PAN-578113 - 1...
DA25/2243/1 Application - McDonald Jones Homes Pty Ltd - ...
  *D25/441686 Report - Energy Efficiency Assessment - 10A... 
  *D25/441665 Certificate - BASIX - 10A West Crescent CULB... 
  *D25/441678 Plans - Site - 10A West Crescent CULBURRA BEA... 
  *D25/441675 Plans - Notification - 10A West Crescent CUL... 
  *D25/441676 Plans - Landscape - 10A West Crescent CULBURR... 
  *D25/441683 Plans - Schedule of Colours, Materials and Fi... 
  *D25/441689 Report - Waste Minimisation and Management -... 
  *D25/441688 Report - Biodiversity Offset Scheme (BOSET) -... 
  *D25/441684 Report - Statement of Environmental Effects -... 
  *D25/441687 Report - Bushfire Assessment - 10A West Cresc... 
  *D25/535829 Revised Notification Plan - 10A West Crescent... 
DA25/2243/5 Inspections - McDonald Jones Homes Pty Ltd - ...
DA25/2243/8 Connected Documents - McDonald Jones Homes Pt...
DA25/2243/6 Determination - McDonald Jones Homes Pty Ltd ...
  *D25/544226 Notice of Determination - DA2025/2243 - 10A W... 
  *D25/544205 Approved - Plans (Public view) - DA2025/2243 ... 
  *D25/544210 Approved - Bushfire Assessment Report - DA202... 
  *D25/544214 Approved - BASIX Certificate - DA2025/2243 - ... 
DA25/2243/7 Post Determination - McDonald Jones Homes Pty...",Not required
